Investor ID;Name;Country of registration/origin;Classification;Investor homepage;Opencorporates link;Comment;Action comment
38039;Fazenda Bartira;Brazil;Частная компания;;;
38041;Canlaon Alco Green Agro Industrial Corporation;Philippines;Частная компания;;;
38042;Biofuels International Philippines Inc;Philippines;Частная компания;;;
38043;Fuel Using Ethanol Ltd Inc;Philippines;Частная компания;;;
38044;Isabela Alcogas Corporation;Philippines;Частная компания;;;
38045;Instituto Paraguayo del Indígena (INDI);Paraguay;Частная компания;;;
38046;Haofeng (Qingdao) Food Co., Ltd;China;Частная компания;http://haofengfood.com/;;Haofeng (Qingdao) Food Co., Ltd. is a Chinese company specializing in the production and export of fresh vegetables, particularly head lettuce. It was established in 2006 and is considered a leading agricultural enterprise in Shandong province. The company has multiple farm bases across China, ensuring year-round supply of lettuce. They also produce and export other fresh vegetables and fruits.
38048;Unknown (Laos-China Jiantaly Rubber Development);Lao PDR;Частная компания;;;
38049;BioEnergy Farms Inc.;Philippines;Частная компания;;;Name of the company added Inc. for incorporated.
38050;Alsons Power;Philippines;Частная компания;;;
38051;New Countryside Conglomerate;China;Частная компания;;;The company is a subsidiary of a local real estate giant in Nanshan county that was initially founded as a state-owned Township and Village Enterprise (TVE).
38052;Unknown (Daewoo International Corporation, GAIL (India) Ltd., Korea Gas Corporation, Myanma Oil and Gas Enterprise (MOGE), Oil and Natural Gas Corporation Limited);Myanmar;Частная компания;;;
38053;Unknown (Lilieng Power Co. Ltd.);Lao PDR;Частная компания;;;
38054;Unknown (Lilieng Biological Development Co.);Lao PDR;Частная компания;;;
38056;Xeunva Trading & Rubber Plantation Co. Ltd.;Lao PDR;Частная компания;;;
38057;PT Rubber Plantation Group;Lao PDR;Частная компания;;;
38060;Unknown (Tobishima Corporation);Philippines;Частная компания;;;
38061;Lising Sipsongphanna Trading and Rubber Plantation Company Ltd.;Lao PDR;Частная компания;;;
38062;Bortaen-Denkham Trading Zone;Lao PDR;Частная компания;;;
38063;Unknown (Curcas Energy Australia);Philippines;Частная компания;;;
38064;Unknown (Kibio 2007, in Philippines, 38064);Philippines;Частная компания;;;
38065;Kibio 2007 (Philippines) Corp.;Philippines;Частная компания;;;Note that the official name of this investor has not been found but this serves as the placeholder for the local subsidiary of Korea based company Kibio 2007 Corporation
38066;West Kenya Sugar Company Limited;Kenya;Частная компания;;;
38067;DK Biofuels Philippines;Philippines;Частная компания;;;
38068;Muhoroni Sugar Company Limited;Kenya;Частная компания;;;
38069;Nzoia Sugar Company Limited (NSC);Kenya;Частная компания;;;
38070;Oserian Development Company Ltd;Kenya;Частная компания;;;
38071;Meru Wind Farm;Kenya;Частная компания;;;
38072;Abundant Biofuels Corporation;United States of America;Частная компания;;;Abundant Biofuels Corporation is an integrated renewable energy company based in Monterey, California, and is recognized as a global leader in feedstock development. Abundant controls more than four million hectares in ten countries in Asia, Latin America, and Africa. It has sufficient nursery seed stock to develop Jatropha plantations over the next three years capable of producing more than 20 million barrels of green biofuel. The company is well known for its Philippine Jatropha project, one of the largest projects of this type in the world
38074;Negros BioChem Corporation (NBC);Philippines;Частная компания;;;
38076;Unknown (Guidance Management Corporation (GMC));Philippines;Частная компания;;;
38077;Nakeen Corporation;Philippines;Частная компания;;;
38078;Agropecuaria Anta S.A.;Argentina;Частная компания;;;
38080;Unión Agriculture Group;Uruguay;Частная компания;;;
38081;Stora Enso (Guangxi) Forestry Co Ltd;China;Частная компания;;;
38084;Unknown operating company (#38084);Indonesia;Частная компания;;;
38085;Guangdong Dingfeng Pulp and Paper Co Ltd;China;Частная компания;;;
38087;Jaya Tiasa Holdings Berhad;Malaysia;Частная компания;http://www.jayatiasa.net/usr/page.aspx?pgid=8;;
38088;Unknown (Ta Ann Group);Malaysia;Частная компания;;;
38089;Unknown (Samling Group);Malaysia;Частная компания;;;
38090;Inteko-Agro LLC;Russian Federation;Частная компания;;;
38091;Museo del Desierto;Mexico;Частная компания;;;
38093;PT Kebun Mandiri Sejahtera;Indonesia;Частная компания;;;
38095;Razgulay-Agro Company;Russian Federation;Частная компания;;;
38096;PT Sarana Inti Pratama;Indonesia;Частная компания;;;
38097;PT Mentari Subur Abadi (PT MSA);Indonesia;Частная компания;;;
38098;Unknown (Kernel Holding S.A., in Ukraine, 38098);Ukraine;Частная компания;;;
38099;PT Mitra Inti Sejati Plantation;Indonesia;Частная компания;;;
38102;Mission Biofuels India Pvt Limited;India;Частная компания;;;
38104;PT Hijaupertiwi Indah Plantation (HPIP);Indonesia;Частная компания;;;"PT Hijaupertiwi Indah Plantation (HPIP), PT Cangkul Bumisubur and its subsidiary PT Pelangi Inti Pertiwi (collectively ""CBS"") hold 36,300 hectares of land bank in Indonesia. HPIP and CBS are subsidiaries of PT SIMP, which is a subsidiary of Indofood."
38106;Unknown (First Pacific, in Indonesia, 38106);Indonesia;Частная компания;;;
38107;PT Intimegah Bestari Pertiwi (PT IBP);Indonesia;Частная компания;;;
38108;Turkwel sugar project;Kenya;Частная компания;;;
38109;Inca One Resources - Canadian Mining SA.;Peru;Частная компания;;;
38110;Minera Chinalco Perú S.A;Peru;Частная компания;;;
38112;Unknown (Virgin Group Limited);Kenya;Частная компания;;;
38113;Agrifirma Brasil Agropecuária S.A. (ABA S.A.);Brazil;Частная компания;;;
38116;PT Agro Nusa Abadi;Indonesia;Частная компания;;;
38117;Tirupati Development (Uganda) Ltd;Uganda;Частная компания;;https://opencorporates.com/companies/ug/80010002981559;It is not clear who the other investor is 
38118;Amuru Sugar Works;Uganda;Частная компания;;;
38119;Fazenda Iowa Ltda;Brazil;Частная компания;https://bxragro.com/;;BXR Agro opera en dos ubicaciones en Brasil bajo una entidad operativa, FIL (Fazenda Iowa Ltda).
38120;Mwera Tea Estates Ltd.;Uganda;Частная компания;;;
38121;Nakigalala Tea Estate;Uganda;Частная компания;;;
38122;Sugar Corporation of Uganda Limited (SCOUL);Uganda;Частная компания;;;The Mehta Group is a conglomerate with a wide range of activities which include sugar and floriculture 
38123;PT Sawit Jaya Abadi;Indonesia;Частная компания;;;
38124;PT Cipta Agro Nusantara;Indonesia;Частная компания;;;
38125;PT Rimbunan Alam Sentosa;Indonesia;Частная компания;;;
38126;PT Suryaindah Nusantarapagi;Indonesia;Частная компания;;;
38127;PT Bhadra Cemerlang;Indonesia;Частная компания;;;
38128;PT Nirmala Agro Lestari;Indonesia;Частная компания;;;
38129;Unknown (Uganda Investment Authority (UIA), in Uganda, 38129);Uganda;Частная компания;;;
38130;PT Gunung Sejahtera Yoli Makmur;Indonesia;Частная компания;;;
38131;PT Persadabina Nusantaraabadi;Indonesia;Частная компания;;;
38132;PT Karyanusa Ekadaya (PT KED);Indonesia;Частная компания;;;
38133;PT Sumber Kharisma Persada;Indonesia;Частная компания;;;
38134;PT Sukses Tani Nusasubur;Indonesia;Частная компания;;;
38135;PT Borneo Indah Marjaya (PT BIM);Indonesia;Частная компания;;;PT. Borneo Indah Marjaya (BIM) is a company focused on implementing a green economy model in the palm oil industry, aligning with ISPO standards. PT. Borneo Indah Marjaya (BIM) is a subsidiary of PT Astra Agro Lestari Tbk (AAL), according to Astra Agro Lestari.
38136;Unknown (Uganda Investment Authority (UIA), in Uganda, 38136);Uganda;Частная компания;;;
38137;PT Cipta Narada Lestari;Indonesia;Частная компания;;;
38138;PT Subur Abadi Plantations;Indonesia;Частная компания;;;
38139;PT Subur Agro Makmur (PT SAM);Indonesia;Частная компания;;;
38140;Grupo de Propiedades Jalisco;Mexico;Частная компания;;;
38143;Capstone - Kores;Chile;Частная компания;;;
38145;Montana Exploradora de Guatemala S.A;Guatemala;Частная компания;;;
38148;Multigrain S.A;Brazil;Частная компания;;;
38149;PT Persada Dinamika Lestari;Indonesia;Частная компания;;;
38150;PT Gunung Sejahtera Raman Permai;Indonesia;Частная компания;;;
38151;PT Cakradenta Agung Pertiwi;Indonesia;Частная компания;;;
38152;PT Tri Buana Mas;Indonesia;Частная компания;;;
38153;SLC-MIT Empreendimentos Agrícolas Ltda S.A;Brazil;Частная компания;;;
38161;China Modern Dairy Holdings Limited;China;Компания, имеющая листинг на фондовой бирже;http://www.moderndairyir.com/en/index.htm;;"Also known as Modern Dairy;

	
About Modern Dairy

China Modern Dairy Holdings Ltd. (“Modern Dairy”) was established in September 2005, specializing in dairy farming and milk production. Modern Dairy (stock code: 01117) was successfully listed on the Hong Kong Stock Exchange on 26 November 2010, making itself the world’s first company listed using dairy farming resources. "
38162;Suntime International;Cuba;Частная компания;;;
38163;AGROIMSA;Mexico;Частная компания;;;
38164;Plantaciones del Soconusco;Mexico;Частная компания;;;
38166;Agropecuaria Arakatu Ltda.;Brazil;Частная компания;;;
38167;Joint Venture Agropecuária Arakatu Ltda and Banco do Nordeste do Brasil S/A;Brazil;Частная компания;;;
38168;Tauá Brasil Palma SA;Brazil;Частная компания;http://www.belembioenergia.com.br/;;Tauá Brasil Palma SA mantine el nombre comercial Belem Bioenergia Brasil.
38169;BSBIOS Marialva  Indústria e Comércio de Biodiesel Sul Brasil;Brazil;Частная компания;;;
38170;Helingeer Modern Farming Co., Ltd.;China;Частная компания;;;
38171;Unknown (Nestlé S.A.);China;Частная компания;;;
38172;Unknown (China National Petroleum Corporation - CNPC, in Peru, 38172);Peru;Частная компания;;;
38173;Petrobras - Ecopetrol - INPEX;Peru;Частная компания;;;
38174;Forestal Oriental S.A;Uruguay;Частная компания;;;
38175;GMO Renewable Resources;Uruguay;Частная компания;;;
38178;SLC Agrícola;Brazil;Частная компания;;;
38179;Jorge Isaac Sarnicola Leal;Uruguay;Частная компания;;;
38180;Grupo Colonia Rossel y Rius;Uruguay;Частная компания;;;
38181;Grupo La Calera;Uruguay;Частная компания;;;
38182;Néstor Fabian Segui Ferret;Uruguay;Частная компания;;;
38183;Instituto Nacional de Colonización;Uruguay;Частная компания;;;
38184;Los Yaros Agropecuaria S.A.;Argentina;Частная компания;;;
38185;Unknown_Riopaila_Castilla;Colombia;Частная компания;;;The operating company is Riopaila Castilla, but it constituted 29 societies to acquire 50000 hectares of land and circumvent Colombian law. For simplicity, those 29 societies are represented as one in Unknown_Riopaila_Castilla
38186;Patagonia Sur LLC;Chile;Частная компания;;;
38187;Centaurus Holdings S.A;Brazil;Частная компания;;;
38188;CMPC Riograndense;Brazil;Частная компания;;;
38189;Fatima Fertilizer Company Limited;Pakistan;Частная компания;;;
38192;Engro Foods Limited;Pakistan;Частная компания;;;
38193;Agcapita Partners LP;Canada;Частная компания;;;
38194;Danper Trujillo S.A.C;Peru;Частная компания;;;
38195;Rice Partners (Pvt.) Ltd.;Pakistan;Частная компания;;;
38196;Hydrocol (Pvt.) Ltd.;Pakistan;Частная компания;;;
38197;Unknown (Mair Foods Co.);Pakistan;Частная компания;;;
38198;Brukfield Rice Pakistan (Pvt.) Limited;Pakistan;Частная компания;https://www.brukfield.com/;;Brukfield Rice Pakistan (Pvt.) Limited is a company based in Pakistan that specializes in the wholesale supply and export of rice, both Basmati and non-Basmati varieties. They are located in the Eastern Industrial Zone.
38200;Noor Rice Mill (Pvt.) Ltd.;Pakistan;Частная компания;https://noorrice.com/;https://opencorporates.com/companies/pk/0136895;
38201;Unknown (Felda Holdings Bhd);Pakistan;Частная компания;;;
38202;Agrícola Challapampa S.A.C;Peru;Частная компания;;;
38203;Pesquera Rosario S.A;Peru;Частная компания;;;
38204;Ingenieros Civiles y Contratistas Agroindustrial (ICGSA);Peru;Частная компания;;;
38205;Gloria S.A;Peru;Частная компания;;;
38206;COAZUCAR - Corporación Azucarera del Perú S.A.C;Peru;Частная компания;;;
38207;Parfen S.A;Peru;Частная компания;;;
38209;Agrícola Pampa Baja S.A.C;Peru;Частная компания;;;
38210;CONSORCIO CORPORACIÓN MENDOZA DEL SOLAR SAC. ULEXANDES  SAC.;Peru;Частная компания;;;
38211;Odebrecht Perú Inversiones en Infraestructura S.A;Peru;Частная компания;;;
38214;Unknown (The Abraaj Group);Pakistan;Частная компания;;;
38216;ONG Inkaterra Asociación;Peru;Частная компания;;;
38217;Timor Global (TL) LDA;Timor-Leste;Частная компания;;;
38231;Agro Lines;Thailand;Частная компания;;;
38232;Teodosio Gilahuanco Luicho;Peru;Частная компания;;;
38235;Advance Terrafund REIT;Bulgaria;Инвестиционный фонд;https://advanceterrafund.bg/bg/;;The main focus of the company is seeking strong capital appreciation by quick consolidation of the acquired plots.
38236;Armada;Russian Federation;Частная компания;;;
38237;Agrokultura Kursk LLC;Russian Federation;Частная компания;;;
38238;Russian Agricultural Division;Russian Federation;Частная компания;;;
38239;Strong Energy S.A.;Argentina;Частная компания;;;
38240;RiceTec Sementes Ltda.;Brazil;Частная компания;;;
38242;AgroGeneration Ukraine LLC;Ukraine;Частная компания;https://agrogeneration.com/;;EDRPOU code - 36925204
38245;Continental Farmers Tobacco Group ('CFTG');Ukraine;Частная компания;;;
38248;Unknown (Trigon Agri );Russian Federation;Частная компания;;;
38251;Unknown ( ELANA Agricultural Land Opportunity Fund (ELARG));Bulgaria;Частная компания;;;
38254;Ghana Commercial Agriculture Project (GCAP);Ghana;Государственное учреждение;;;Government was not been involved in land acquisition or facilitation to acquire land. GOvernment only provide matching capital for people who have their lands and intend to expand production or build warehouses or buy equipment.
38255;Sasumua Holdings Limited;Tanzania;Частная компания;;https://opencorporates.com/companies/tz/63453;Incorporated in Tanzania in 2007, company number 63453. The two principle shareholders of Sasumua Limited are Rory Nightingale and Keith McGaw. AgDevCo has paid $190,000 to obtain equity in the company.
38256;Geoff Palm;Sierra Leone;Частная компания;;;
38258;Unknown (Qatar Investment Authority, in Georgia, 38258);Georgia;Частная компания;;;
38263;Guadalcanal Plains Palm Oil Ltd. (GPPOL);Solomon Islands;Частная компания;;;
38266;Silverlands Ranching Ltds;Zambia;Частная компания;;;
38271;Chanyanya Infrastructure Company.;Zambia;Частная компания;;;
38280;Sino-Zimbabwe Cotton Holdings (Pvt) Limited;Zimbabwe;Частная компания;;;
38282;Unknown (Xinjiang Production and Construction Corps Sudan);Sudan;Частная компания;;;
38283;Soprolives;Morocco;Частная компания;;;
38285;Société Agricole de Raffinage Industriel du Sucre du Congo (SARIS Congo);Congo, Rep.;Частная компания;;;
38287;Unilever Tea Tanzania Ltd;Tanzania;Частная компания;;;
38288;Marubeni Corporation and Ministry of Agriculture;Angola;Частная компания;;;
38289;Unknown (Marubeni Corporation and Government);Ghana;Частная компания;;;
38290;Agrogeba ;Guinea-Bissau;Частная компания;http://agrogeba.com/;;Agrobeba is based in Guinea Bissau and  it is part of Petromillares Group S.L. holding based in Spain
38291;Compagnie Sucrière du Tchad (CST);Chad;Частная компания;;;
38293;Unknown (Bunge Ltd);Malaysia;Частная компания;;;
38295;Unknown (Sinima Meadows Limited, in India, 38295);India;Частная компания;;;
38298;FGV Holdings Bhd;Malaysia;Частная компания;;;formerly Felda Global Ventures Holdings Berhad (FGV)
38299;Unknown (Felda Global Ventures Holdings Berhad (FGV), in Malaysia, 38299);Malaysia;Частная компания;;;
38300;Unknown (Felda Global Ventures Holdings Berhad (FGV), in Malaysia, 38300);Malaysia;Частная компания;;;
38302;Tropical Farms Limited;Sierra Leone;Частная компания;;;TFL was founded in 2008 in Sierra Leone and became a subsidiary of Agriterra Ltd in 2011. Agriterra owned 100% of TFL. In 2017 Agriterra disposed of its interests in Tropical Farms Ltd and Tropical Farms Plantations for $500,000 to local Sierra Leone businessmen (Mr. Abdul Hamid Fawaz and Mr. Amin Allie Skaikay) who have existing cocoa production, purchasing and distribution operations in the country (Agriterra Annual Report 2017).
38303;Maltimor Lda;Timor-Leste;Частная компания;;;
38304;PISA American Lumber Joint Venture Ltd.;Papua New Guinea;Частная компания;;;
38307;Triangle Limited;Zimbabwe;Частная компания;;;
38309;Sabah Forest Industries (SFI) Sdn Bhd;Malaysia;Частная компания;;;
38310;1Malaysia Development Berhad (1MDB);Malaysia;Государственная компания;https://web.archive.org/web/20180416130511/http://1mdb.com.my/;;
38314;Unknown (Chawagwa);Tanzania;Частная компания;;;
38316;Eco Green Fuels Tanzania Ltd;Tanzania;Частная компания;;;
38319;Unknown (China National Corporation for Overseas Economic Cooperation, China-Ukraine International Engineering Cooperation Association Ltd., KSG Agro SA, Xinjiang Production and Construction Corps (XPCC));Ukraine;Частная компания;;;
38320;Shin Yang Oil Palm Sdn. Bhd.;Malaysia;Частная компания;;;
38321;Unknown (RH Forest Corporation);Malaysia;Частная компания;;;
38322;TH Plantations Berhad;Malaysia;Частная компания;;;
38323;Tradewinds Bhd.;Malaysia;Частная компания;;;
38327;Ekran Plantations Sdn. Bhd.;Malaysia;Частная компания;;;
38328;Glenealy Plantations Sdn Bhd;Malaysia;Частная компания;http://www.glenealyplantations.com.my/;;Glenealy Plantations Sdn Bhd is one of the major palm oil producers in Sarawak with a sizable presence in Sabah and a smaller plantation in Indonesia.
38329;Boustad Estates Agency Sdn Bhd;Malaysia;Частная компания;;;
38330;Sime Darby Plantation oil and palm kernel (Sarawak) Sdn Bhd;Malaysia;Частная компания;;;
38331;Sime Darby Plantation (Sabah) Sdn Bhd;Malaysia;Частная компания;;;
38332;Sime Darby Plantation (Peninsular) Sdn Bhd;Malaysia;Частная компания;;;
38333;Unknown (Nordzucker AG);Zambia;Частная компания;;;
38334;Unknown (Henan Guoji Industry Group Co., Ltd);Zimbabwe;Частная компания;;;
38335;Hippo Valley Estates Ltd;Zimbabwe;Частная компания;;;
38340;Tambankulu Estates;Swaziland;Частная компания;;;
38343;Genting Plantations Berhad;Malaysia;Частная компания;;;
38344;Rakyat Berjaya Sdn. Bhd.;Malaysia;Частная компания;;;
38345;Unknown (Kuala Lumpur Kepong Berhad (KLK));Malaysia;Частная компания;;;
38346;Unknown (Kulim (Malaysia) Berhad);Malaysia;Частная компания;;;
38347;PPB Oil Palms Bhd.;Malaysia;Частная компания;;;
38349;Carbon Capital Corporation Sdn Bhd;Malaysia;Частная компания;;;
38354;United Plantations Berhad;Malaysia;Частная компания;;;
38355;Anglo-Eastern Plantations (M) Sdn Bhd;Malaysia;Частная компания;;;
38356;Rimbunan Sawit Berhad (RSB);Malaysia;Частная компания;;;
38357;Unknown (Subur Tiasa Holdings Berhad);Malaysia;Частная компания;;;
38359;Subur Tiasa Forestry Sdn. Bhd.;Malaysia;Частная компания;;;
38360;VEDANTA ALUMINIUM LTD;India;Частная компания;;;
38363;Unknown (Edo Government);Nigeria;Частная компания;;;
38371;Dangote Sugar;Nigeria;Частная компания;;;
38373;Navi Mumbai SEZ Private Limited (NMSEZ);India;Частная компания;;;
38375;Cambodia Haining Group Co Ltd;Cambodia;Частная компания;;;
38376;Kakinada SEZ Pvt. Ltd.;India;Частная компания;;;
38379;Dawacom International Ltd;Nigeria;Частная компания;;;
38380;Kayelekera Mine;Malawi;Частная компания;;;
38381;Turkish Sudanese International Agriculture and Livestock Inc. (Türk Sudan Uluslararası Tarım ve Hayvancılık AŞ).;Sudan;Частная компания;;;
38382;Government of Egypt;Egypt, Arab Rep.;Частная компания;;;
38383;Mondore General Trading (Pvt) Limited;Zimbabwe;Частная компания;;;
38393;JSW Bengal Steel Ltd.;India;Частная компания;;;
38394;Jindal Power Limited (JPL);India;Частная компания;;;
38395;Volgo-DonSelkhozInvest LLC;Russian Federation;Частная компания;;;
38397;Cross River State;Nigeria;Частная компания;;;
38398;OOO Ostrogorzhsk Agro-Invest, OOO Podgornoje Agro-Invest;Russian Federation;Частная компания;;;
38400;Unknown( Hulstein Warren Co Ltd);Ghana;Частная компания;;;
38401;Maer Asirbat Gh. Ltd;Ghana;Частная компания;;;
38402;Rafmoh Plantations Ltd.;Ghana;Частная компания;;;
38403;Gya Glorify Farms Ltd;Ghana;Частная компания;;;
38404;Ecofruits Ltd.;Ghana;Частная компания;;;
38405;Armajaro Cotton Gh. Ltd;Ghana;Частная компания;;;
38406;Amo Delta Ltd.;Ghana;Частная компания;;;
38407;National Interest Co. Ltd. (NICOL);Ghana;Частная компания;;;
38408;Unknown ( Mayamesh Farms Ltd);Ghana;Частная компания;;;
38409;Unknown (Hul Nan Farms Ltd.);Ghana;Частная компания;;;
38410;World Food Ghana LTD;Ghana;Частная компания;;;
38411;Unknown (Sanfico Farms Co. Ltd);Ghana;Частная компания;;;
38412;Unknown (GHAIRELAND LTD.);Ghana;Частная компания;;;The GIPC has listed this as a British investor
38413;Kwanim Agric;Ghana;Частная компания;;;
38414;Unknown (Hillside Acres Ltd.);Ghana;Частная компания;;;
38415;Kyerekuanda Plantations Ltd.;Ghana;Частная компания;;;The plantation is reported to have 80 ha of land
38416;Unknown (SLD Ltd.);Ghana;Частная компания;;;
38417;Unknown (Vita Farm Co. Ltd.);Ghana;Частная компания;;;
38418;Unknown (Ghana Farms);Ghana;Частная компания;;;
38419;Unknown (Akate Farms and Trading Company Limited);Ghana;Частная компания;;;
38420;Unknown (Koju Atlantic Company);Ghana;Частная компания;;;
38421;Westfalia Fruto Mocambique Ltda;Mozambique;Частная компания;;;
38422;Société des Mines de Gounkoto (Gounkoto SA);Mali;Частная компания;;;
38423;Consolidated Farming Limited (CFL);Zambia;Частная компания;;;
38424;Dangote Industries;Nigeria;Частная компания;;;
38425;Agro EcoEnergy Tanzania Limited;Tanzania;Частная компания;;;
38426;Barrick Lumwana mining company Limited;Zambia;Частная компания;;;
38430;Simfer S.A;Guinea;Частная компания;;;
38431;Tschudi copper project;Namibia;Частная компания;;;
38432;SEK (Société d’Exploitation de Kipoi);Congo, Dem. Rep.;Частная компания;http://www.tigerresources.com.au/kipoi/;;JV for Kipoi Copper mine
38433;Lupoto Project;Congo, Dem. Rep.;Частная компания;;;
38436;East African Agribusiness PLC (EAAB);Ethiopia;Частная компания;https://eastafricanholding.com/east-african-agri-business-plc/;;
38438;Unknown (Kanan Devan Hills Plantations);Ethiopia;Частная компания;https://kdhptea.com/;;
38439;Unknown (Tomaisins International Ltd);Ethiopia;Частная компания;;;
38441;Lerala Diamond Mines Limited;Botswana;Частная компания;;;
38442;Malawi Mangoes (Operations) Limited;Malawi;Частная компания;;;BXR  Group invested in Malawi Mangoes, but have sold their equity. EXMceuticals acquired Malawi Mangoes in 2019
38446;Individual entrepreneurs from Bangladesh;Bangladesh;Частная компания;;;
38447;Ingleby Romania LLC;Romania;Частная компания;https://inglebyfarms.com/farms/romania/;;"Fiscal Code - 22925091,
Registry No. J2007004610352,
EUID ROONRC.J2007004610352"
38450;Zambezi Integrated Agro-Commercial Development Project;Botswana;Частная компания;;;
38453;Makomo Resources (Pvt) Limited;Zimbabwe;Частная компания;;;
38454;Unknown (CityStar);Cambodia;Частная компания;;;
38458;Crops & Land Development (Cambodia) Co. Ltd;Cambodia;Частная компания;;;
38459;Zambika Agricultural Ltd;Zambia;Частная компания;;;
38460;Derby Farms Limited;Zambia;Частная компания;;;
38461;Unknown (Herdon Investments);Zambia;Частная компания;;;
38462;Unknown (Vixers Farming);Zambia;Частная компания;;;
38463;Esquire Roses Farm Limited;Zambia;Частная компания;;;
38464;Amadeus International Limited;Zambia;Частная компания;;;
38465;Unknown (South African Investors);Nigeria;Частная компания;;;
38466;Zhongken Estates Limited;Zambia;Частная компания;;;
38467;Stepping Stones Farm Limited;Zambia;Частная компания;;;
38468;Munyati Farming Ltd;Zambia;Частная компания;;;
38469;Unknown (Bonanza Tobacco Co. Limited);Zambia;Частная компания;;;
38470;Unknown (Nkanga Farms Limited);Zambia;Частная компания;;;
38472;SC Delta-Rom Agriculture LLC;Romania;Частная компания;;;"Fiscal Code - 10254472,
Registry No. J36/54/2009,
EUID ROONRC.J36/54/2009"
38473;Alsagro Farm LLC;Romania;Частная компания;;;"Previous name of the company: SC Grasa Garbay SRL.
Fiscal Code 18927396,
Registry No. J36/592/2007,
EUID ROONRC.J36/592/2007."
38477;KC Timis Management SRL;Romania;Частная компания;;;The former company Alsace Farm Srl has changed its name and is now called KC Timis Management Srl and has the same fiscal code 12930074.
38478;Unknown (S.C. Transavia S.A.);Romania;Частная компания;;;
38479;Danubia Farming LLC;Romania;Частная компания;;;"Previous company names: Prio Agriculture SRL, Nutre Farming SRL.
Fiscal Code - 17304594, Registry No. J21/317/2023, EUID ROONRC.J21/317/202"
38480;SC Crosswind LLC;Romania;Частная компания;;;"Fiscal Code 17831535,
Registry No.	J35/2534/2005, 
EUID	ROONRC.J35/2534/2005"
38481;Reththy Kiri Sakor Co., Ltd. (RKSK);Cambodia;Частная компания;;;
38482;Rethy Kiri Seyma Co., Ltd.;Cambodia;Частная компания;;;
38483;Socfin-KCD;Cambodia;Частная компания;https://socfin.com/en/investors/socfin-kcd/;;Socfin-KCD is a legally registered company in Cambodia and is active in the rubber plantation industry.
38484;Mighty Mekong Agro Industries Co., Ltd.;Cambodia;Частная компания;;;
38485;Touchwood Cambodia Co., Ltd.;Cambodia;Частная компания;;;
38486;Koh Kong SEZ Co., Ltd.;Cambodia;Частная компания;;;
38487;Unknown (Paradise Investment);Cambodia;Частная компания;;;
38488;Sinimexim Investment Co., Ltd.;Cambodia;Частная компания;;;
38489;Virtus Green Plantations (Cambodia)  Pte. Ltd.;Cambodia;Частная компания;;;
38490;Vimean Seila Ltd.;Cambodia;Частная компания;;;
38491;Unknown (K Global Ventures Sdn. Bhd. (KGV));Guinea;Частная компания;;;
38492;Exagris Africa Limited (EAA);Malawi;Частная компания;;;
38493;Unknown (Punjab Farmers);Ghana;Частная компания;;;
38494;De United Foods Industries Limited;Nigeria;Частная компания;;;
38495;Societé d’Exploitation du Parc Agro-Industriel de Bukanga Lonzo (SEPAGRI SA);Congo, Dem. Rep.;Частная компания;;;
38496;Illovo Sugar (Malawi) Ltd.;Malawi;Частная компания;;;
38497;SeedRock Burkina Faso;Burkina Faso;Частная компания;;;
38498;Unknown (Forestry Investment Limited);Cambodia;Частная компания;;;
38500;Evergreen Success & Asia Resort Development Co., Ltd.;Cambodia;Частная компания;;;
38501;Yun Khean Minerals (Cambodia) Co., Ltd.;Cambodia;Частная компания;;;
38502;Suon Vatanak Co., Ltd.;Cambodia;Частная компания;;;
38503;Kieng Sa Apivath Co., Ltd.;Cambodia;Частная компания;;;
38504;MDS Import Export Co., Ltd.;Cambodia;Частная компания;;;MDS Import Export Co. Ltd is a Cambodian private company. It is part of the business empire of Oknha Try Pheap, one of Cambodia’s most prominent tycoons. Try Pheap (also spelled Try Pheap) is the ultimate beneficial owner and financier behind MDS. The company is domestic (Cambodian) and classified as a private limited company. Its registered address is in Phnom Penh (Toeuk La’ak 3, Tuol Kork).
38505;FGV-CVC;Cambodia;Частная компания;;;
38506;Unkown (China Freight Costs Cambodia Investment Company);Cambodia;Частная компания;;;
38507;Fephy Malaysia (Cambodia) Plathasin Co. Ltd.;Cambodia;Частная компания;;;
38508;Caoutchouc Mekong Co., Ltd.;Cambodia;Частная компания;;;
38509;Phuoc Hoa KamPong Thom Aphivath Caoutchouc Co. Ltd.;Cambodia;Частная компания;https://trade.rubbergroup.vn/en/member/cong-ty-tnhh-phat-trien-cao-su-phuoc-hoa-kampong-thom;;Previously named: Phuoc Hoa Kampong Thom Co. Ltd.
38510;Ba Ria - Kampongthom Rubber Joint Stock Company;Cambodia;Частная компания;;;
38511;Phu Rieng Kratie Rubber Joint Stock Company;Cambodia;Частная компания;;;"The Phu Rieng-Karatie Joint Stock Company has a total chartered capital of VND200 billion with VRG keeping 40 per cent stake, Phu Rieng 30 per cent and the Song Da with 30 per cent.

The establishment of Phu Rieng-Karatie JSC is part of Vietnamese rubber industry’s strategy to grow 100,000 ha of rubber in Cambodia by 2015, which will also be carried out by the Tay Ninh Rubber Shareholding Co, Loc Ninh Rubber Co., and Binh Long Rubber Co."
38512;Dong Phu-Kratie Joint Stock Company;Cambodia;Частная компания;;;
38513;Kirirom Eco-Tourism Investment;Cambodia;Частная компания;;;
